                                 Root            Product Name
*  Coffee Mug                            GroupHeader             Product Name
****  120                20202Quantity           Total           Quarter
****  $1,720.00          20202Revenue            Total           Quarter
****  4          20203SeptCount          Total           Month
****  132                20203SeptQuantity               Total           Month
****  $1,974.00          20203SeptRevenue                Total           Month
****  4          20203Count              Total           Quarter
****  132                20203Quantity           Total           Quarter
****  $1,974.00          20203Revenue            Total           Quarter
****  2          20204NovCount           Total           Month
****  122                20204NovQuantity                Total           Month
****  $1,706.00          20204NovRevenue                 Total           Month
****  2          20204DecCount           Total           Month
****  161                20204DecQuantity                Total           Month
****  $2,275.00          20204DecRevenue                 Total           Month
****  4          20204Count              Total           Quarter
****  283                20204Quantity           Total           Quarter
****  $3,981.00          20204Revenue            Total           Quarter
****  16                 2020Count               Total           Year
****  618                2020Quantity            Total           Year
****  $8,826.00          2020Revenue             Total           Year

****  16                 Count           GrandTotal              State
****  618                Quantity                GrandTotal              State
****  $8,826.00          Revenue                 GrandTotal              State


***  QU                          GroupHeader             State
****  Dorval Lodge                               GroupHeader             City
*****  2                 20201JanCount           Measure                 Month
*****  81                20201JanQuantity                Measure                 Month
*****  $1,061.00                 20201JanRevenue                 Measure                 Month
*****  2                 20201Count              Total           Quarter
*****  81                20201Quantity           Total           Quarter
*****  $1,061.00                 20201Revenue            Total           Quarter
*****  2                 20202AprCount           Measure                 Month
*****  101               20202AprQuantity                Measure                 Month
*****  $1,313.00                 20202AprRevenue                 Measure                 Month
*****  2                 20202Count              Total           Quarter
*****  101               20202Quantity           Total           Quarter
*****  $1,313.00                 20202Revenue            Total           Quarter
*****  2                 20203SeptCount          Measure                 Month
*****  97                20203SeptQuantity               Measure                 Month
*****  $1,455.00                 20203SeptRevenue                Measure                 Month
*****  2                 20203Count              Total           Quarter
*****  97                20203Quantity           Total           Quarter
*****  $1,455.00                 20203Revenue            Total           Quarter
*****  1                 20204NovCount           Measure                 Month
*****  7                 20204NovQuantity                Measure                 Month
*****  $91.00            20204NovRevenue                 Measure                 Month
*****  1                 20204DecCount           Measure                 Month
*****  98                20204DecQuantity                Measure                 Month
*****  $1,470.00                 20204DecRevenue                 Measure                 Month
*****  2                 20204Count              Total           Quarter
*****  105               20204Quantity           Total           Quarter
*****  $1,561.00                 20204Revenue            Total           Quarter
*****  8                 2020Count               Total           Year
*****  384               2020Quantity            Total           Year
*****  $5,390.00                 2020Revenue             Total           Year
*****  8                 Count           GrandTotal              City
*****  384               Quantity                GrandTotal              City
*****  $5,390.00                 Revenue                 GrandTotal              City
****  Ottawa                             GroupHeader             City
*****  1                 20201JanCount           Measure                 Month
*****  47                20201JanQuantity                Measure                 Month
*****  $705.00           20201JanRevenue                 Measure                 Month
*****  1                 20201FebCount           Measure                 Month
*****  17                20201FebQuantity                Measure                 Month
*****  $255.00           20201FebRevenue                 Measure                 Month
*****  2                 20201Count              Total           Quarter
*****  64                20201Quantity           Total           Quarter
*****  $960.00           20201Revenue            Total           Quarter
*****  2                 20202AprCount           Measure                 Month
*****  67                20202AprQuantity                Measure                 Month
*****  $871.00           20202AprRevenue                 Measure                 Month
*****  2                 20202Count              Total           Quarter
*****  67                20202Quantity           Total           Quarter
*****  $871.00           20202Revenue            Total           Quarter
*****  2                 20203SeptCount          Measure                 Month
*****  103               20203SeptQuantity               Measure                 Month
*****  $1,365.00                 20203SeptRevenue                Measure                 Month
*****  2                 20203Count              Total           Quarter
*****  103               20203Quantity           Total           Quarter
*****  $1,365.00                 20203Revenue            Total           Quarter
*****  1                 20204NovCount           Measure                 Month
*****  87                20204NovQuantity                Measure                 Month
*****  $1,131.00                 20204NovRevenue                 Measure                 Month
*****  1                 20204DecCount           Measure                 Month
*****  5                 20204DecQuantity                Measure                 Month
*****  $75.00            20204DecRevenue                 Measure                 Month
*****  2                 20204Count              Total           Quarter
*****  92                20204Quantity           Total           Quarter
*****  $1,206.00                 20204Revenue            Total           Quarter
*****  8                 2020Count               Total           Year
*****  326               2020Quantity            Total           Year
*****  $4,402.00                 2020Revenue             Total           Year
*****  8                 Count           GrandTotal              City
*****  326               Quantity                GrandTotal              City
*****  $4,402.00                 Revenue                 GrandTotal              City
***  QU Total                            TotalHeader             State
****  3          20201JanCount           Total           Month
****  128                20201JanQuantity                Total           Month
****  $1,766.00          20201JanRevenue                 Total           Month
****  1          20201FebCount           Total           Month
****  17                 20201FebQuantity                Total           Month
****  $255.00            20201FebRevenue                 Total           Month
****  4          20201Count              Total           Quarter
****  145                20201Quantity           Total           Quarter
****  $2,021.00          20201Revenue            Total           Quarter
****  4          20202AprCount           Total           Month
****  168                20202AprQuantity                Total           Month
****  $2,184.00          20202AprRevenue                 Total           Month
****  4          20202Count              Total           Quarter
****  168                20202Quantity           Total           Quarter
****  $2,184.00          20202Revenue            Total           Quarter
****  4          20203SeptCount          Total           Month
****  200                20203SeptQuantity               Total           Month
****  $2,820.00          20203SeptRevenue                Total           Month
****  4          20203Count              Total           Quarter
****  200                20203Quantity           Total           Quarter
****  $2,820.00          20203Revenue            Total           Quarter
****  2          20204NovCount           Total           Month
****  94                 20204NovQuantity                Total           Month
****  $1,222.00          20204NovRevenue                 Total           Month
****  2          20204DecCount           Total           Month
****  103                20204DecQuantity                Total           Month
****  $1,545.00          20204DecRevenue                 Total           Month
****  4          20204Count              Total           Quarter
****  197                20204Quantity           Total           Quarter
****  $2,767.00          20204Revenue            Total           Quarter
****  16                 2020Count               Total           Year
****  710                2020Quantity            Total           Year
****  $9,792.00          2020Revenue             Total           Year
****  16                 Count           GrandTotal              State
****  710                Quantity                GrandTotal              State
****  $9,792.00          Revenue                 GrandTotal              State
**  Canada Total                                 TotalHeader             Country
***  6           20201JanCount           Total           Month
***  189                 20201JanQuantity                Total           Month
***  $2,587.00           20201JanRevenue                 Total           Month
***  2           20201FebCount           Total           Month
***  39          20201FebQuantity                Total           Month
***  $585.00             20201FebRevenue                 Total           Month
***  8           20201Count              Total           Quarter
***  228                 20201Quantity           Total           Quarter
***  $3,172.00           20201Revenue            Total           Quarter
***  8           20202AprCount           Total           Month
***  288                 20202AprQuantity                Total           Month
***  $3,904.00           20202AprRevenue                 Total           Month
***  8           20202Count              Total           Quarter
***  288                 20202Quantity           Total           Quarter
***  $3,904.00           20202Revenue            Total           Quarter
***  8           20203SeptCount          Total           Month
***  332                 20203SeptQuantity               Total           Month
***  $4,794.00           20203SeptRevenue                Total           Month
***  8           20203Count              Total           Quarter
***  332                 20203Quantity           Total           Quarter
***  $4,794.00           20203Revenue            Total           Quarter
***  4           20204NovCount           Total           Month
***  216                 20204NovQuantity                Total           Month
***  $2,928.00           20204NovRevenue                 Total           Month
***  4           20204DecCount           Total           Month
***  264                 20204DecQuantity                Total           Month
***  $3,820.00           20204DecRevenue                 Total           Month
***  8           20204Count              Total           Quarter
***  480                 20204Quantity           Total           Quarter
***  $6,748.00           20204Revenue            Total           Quarter
***  32          2020Count               Total           Year
***  1,328               2020Quantity            Total           Year
***  $18,618.00          2020Revenue             Total           Year
***  32          Count           GrandTotal              Country
***  1,328               Quantity                GrandTotal              Country
***  $18,618.00          Revenue                 GrandTotal              Country
**  US                           GroupHeader             Country
***  CA                          GroupHeader             State
****  Los Angeles                                GroupHeader             City
*****  1                 20201JanCount           Measure                 Month
*****  42                20201JanQuantity                Measure                 Month
*****  $630.00           20201JanRevenue                 Measure                 Month
*****  1                 20201FebCount           Measure                 Month
*****  39                20201FebQuantity                Measure                 Month
*****  $507.00           20201FebRevenue                 Measure                 Month
*****  2                 20201Count              Total           Quarter
*****  81                20201Quantity           Total           Quarter
*****  $1,137.00                 20201Revenue            Total           Quarter
*****  2                 20202AprCount           Measure                 Month
*****  69                20202AprQuantity                Measure                 Month
*****  $979.00           20202AprRevenue                 Measure                 Month
*****  2                 20202Count              Total           Quarter
*****  69                20202Quantity           Total           Quarter
*****  $979.00           20202Revenue            Total           Quarter
*****  2                 20203SeptCount          Measure                 Month
*****  102               20203SeptQuantity               Measure                 Month
*****  $1,452.00                 20203SeptRevenue                Measure                 Month
*****  2                 20203Count              Total           Quarter
*****  102               20203Quantity           Total           Quarter
*****  $1,452.00                 20203Revenue            Total           Quarter
*****  1                 20204NovCount           Measure                 Month
*****  81                20204NovQuantity                Measure                 Month
*****  $1,215.00                 20204NovRevenue                 Measure                 Month
*****  1                 20204DecCount           Measure                 Month
*****  22                20204DecQuantity                Measure                 Month
*****  $330.00           20204DecRevenue                 Measure                 Month
*****  2                 20204Count              Total           Quarter
*****  103               20204Quantity           Total           Quarter
*****  $1,545.00                 20204Revenue            Total           Quarter
*****  8                 2020Count               Total           Year
*****  355               2020Quantity            Total           Year
*****  $5,113.00                 2020Revenue             Total           Year
*****  8                 Count           GrandTotal              City
*****  355               Quantity                GrandTotal              City
*****  $5,113.00                 Revenue                 GrandTotal              City
****  San Diego                          GroupHeader             City
*****  2                 20201JanCount           Measure                 Month
*****  8                 20201JanQuantity                Measure                 Month
*****  $116.00           20201JanRevenue                 Measure                 Month
*****  2                 20201Count              Total           Quarter
*****  8                 20201Quantity           Total           Quarter
*****  $116.00           20201Revenue            Total           Quarter
*****  2                 20202AprCount           Measure                 Month
*****  27                20202AprQuantity                Measure                 Month
*****  $367.00           20202AprRevenue                 Measure                 Month
*****  2                 20202Count              Total           Quarter
*****  27                20202Quantity           Total           Quarter
*****  $367.00           20202Revenue            Total           Quarter
*****  2                 20203SeptCount          Measure                 Month
*****  53                20203SeptQuantity               Measure                 Month
*****  $689.00           20203SeptRevenue                Measure                 Month
*****  2                 20203Count              Total           Quarter
*****  53                20203Quantity           Total           Quarter
*****  $689.00           20203Revenue            Total           Quarter
*****  1                 20204NovCount           Measure                 Month
*****  2                 20204NovQuantity                Measure                 Month
*****  $26.00            20204NovRevenue                 Measure                 Month
*****  1                 20204DecCount           Measure                 Month
*****  66                20204DecQuantity                Measure                 Month
*****  $990.00           20204DecRevenue                 Measure                 Month
*****  2                 20204Count              Total           Quarter
*****  68                20204Quantity           Total           Quarter
*****  $1,016.00                 20204Revenue            Total           Quarter
*****  8                 2020Count               Total           Year
*****  156               2020Quantity            Total           Year
*****  $2,188.00                 2020Revenue             Total           Year
*****  8                 Count           GrandTotal              City
*****  156               Quantity                GrandTotal              City
*****  $2,188.00                 Revenue                 GrandTotal              City
***  CA Total                            TotalHeader             State
****  3          20201JanCount           Total           Month
****  50                 20201JanQuantity                Total           Month
****  $746.00            20201JanRevenue                 Total           Month
****  1          20201FebCount           Total           Month
****  39                 20201FebQuantity                Total           Month
****  $507.00            20201FebRevenue                 Total           Month
****  4          20201Count              Total           Quarter
****  89                 20201Quantity           Total           Quarter
****  $1,253.00          20201Revenue            Total           Quarter
****  4          20202AprCount           Total           Month
****  96                 20202AprQuantity                Total           Month
****  $1,346.00          20202AprRevenue                 Total           Month
****  4          20202Count              Total           Quarter
****  96                 20202Quantity           Total           Quarter
****  $1,346.00          20202Revenue            Total           Quarter
****  4          20203SeptCount          Total           Month
****  155                20203SeptQuantity               Total           Month
****  $2,141.00          20203SeptRevenue                Total           Month
****  4          20203Count              Total           Quarter
****  155                20203Quantity           Total           Quarter
****  $2,141.00          20203Revenue            Total           Quarter
****  2          20204NovCount           Total           Month
****  83                 20204NovQuantity                Total           Month
****  $1,241.00          20204NovRevenue                 Total           Month
****  2          20204DecCount           Total           Month
****  88                 20204DecQuantity                Total           Month
****  $1,320.00          20204DecRevenue                 Total           Month
****  4          20204Count              Total           Quarter
****  171                20204Quantity           Total           Quarter
****  $2,561.00          20204Revenue            Total           Quarter
****  16                 2020Count               Total           Year
****  511                2020Quantity            Total           Year
****  $7,301.00          2020Revenue             Total           Year
****  16                 Count           GrandTotal              State
****  511                Quantity                GrandTotal              State
****  $7,301.00          Revenue                 GrandTotal              State
***  NY                          GroupHeader             State
****  Brooklyn                           GroupHeader             City
*****  2                 20201JanCount           Measure                 Month
*****  104               20201JanQuantity                Measure                 Month
*****  $1,388.00                 20201JanRevenue                 Measure                 Month
*****  2                 20201Count              Total           Quarter
*****  104               20201Quantity           Total           Quarter
*****  $1,388.00                 20201Revenue            Total           Quarter
*****  2                 20202AprCount           Measure                 Month
*****  161               20202AprQuantity                Measure                 Month
*****  $2,289.00                 20202AprRevenue                 Measure                 Month
*****  2                 20202Count              Total           Quarter
*****  161               20202Quantity           Total           Quarter
*****  $2,289.00                 20202Revenue            Total           Quarter
*****  2                 20203SeptCount          Measure                 Month
*****  92                20203SeptQuantity               Measure                 Month
*****  $1,380.00                 20203SeptRevenue                Measure                 Month
*****  2                 20203Count              Total           Quarter
*****  92                20203Quantity           Total           Quarter
*****  $1,380.00                 20203Revenue            Total           Quarter
*****  1                 20204NovCount           Measure                 Month
*****  78                20204NovQuantity                Measure                 Month
*****  $1,170.00                 20204NovRevenue                 Measure                 Month
*****  1                 20204DecCount           Measure                 Month
*****  23                20204DecQuantity                Measure                 Month
*****  $345.00           20204DecRevenue                 Measure                 Month
*****  2                 20204Count              Total           Quarter
*****  101               20204Quantity           Total           Quarter
*****  $1,515.00                 20204Revenue            Total           Quarter
*****  8                 2020Count               Total           Year
*****  458               2020Quantity            Total           Year
*****  $6,572.00                 2020Revenue             Total           Year
*****  8                 Count           GrandTotal              City
*****  458               Quantity                GrandTotal              City
*****  $6,572.00                 Revenue                 GrandTotal              City
****  Manhattan                          GroupHeader             City
*****  1                 20201JanCount           Measure                 Month
*****  74                20201JanQuantity                Measure                 Month
*****  $1,110.00                 20201JanRevenue                 Measure                 Month
*****  1                 20201FebCount           Measure                 Month
*****  86                20201FebQuantity                Measure                 Month
*****  $1,118.00                 20201FebRevenue                 Measure                 Month
*****  2                 20201Count              Total           Quarter
*****  160               20201Quantity           Total           Quarter
*****  $2,228.00                 20201Revenue            Total           Quarter
*****  2                 20202AprCount           Measure                 Month
*****  137               20202AprQuantity                Measure                 Month
*****  $1,957.00                 20202AprRevenue                 Measure                 Month
*****  2                 20202Count              Total           Quarter
*****  137               20202Quantity           Total           Quarter
*****  $1,957.00                 20202Revenue            Total           Quarter
*****  2                 20203SeptCount          Measure                 Month
*****  122               20203SeptQuantity               Measure                 Month
*****  $1,742.00                 20203SeptRevenue                Measure                 Month
*****  2                 20203Count              Total           Quarter
*****  122               20203Quantity           Total           Quarter
*****  $1,742.00                 20203Revenue            Total           Quarter
*****  1                 20204NovCount           Measure                 Month
*****  56                20204NovQuantity                Measure                 Month
*****  $840.00           20204NovRevenue                 Measure                 Month
*****  1                 20204DecCount           Measure                 Month
*****  60                20204DecQuantity                Measure                 Month
*****  $900.00           20204DecRevenue                 Measure                 Month
*****  2                 20204Count              Total           Quarter
*****  116               20204Quantity           Total           Quarter
*****  $1,740.00                 20204Revenue            Total           Quarter
*****  8                 2020Count               Total           Year
*****  535               2020Quantity            Total           Year
*****  $7,667.00                 2020Revenue             Total           Year
*****  8                 Count           GrandTotal              City
*****  535               Quantity                GrandTotal              City
*****  $7,667.00                 Revenue                 GrandTotal              City
***  NY Total                            TotalHeader             State
****  3          20201JanCount           Total           Month
****  178                20201JanQuantity                Total           Month
****  $2,498.00          20201JanRevenue                 Total           Month
****  1          20201FebCount           Total           Month
****  86                 20201FebQuantity                Total           Month
****  $1,118.00          20201FebRevenue                 Total           Month
****  4          20201Count              Total           Quarter
****  264                20201Quantity           Total           Quarter
****  $3,616.00          20201Revenue            Total           Quarter
****  4          20202AprCount           Total           Month
****  298                20202AprQuantity                Total           Month
****  $4,246.00          20202AprRevenue                 Total           Month
****  4          20202Count              Total           Quarter
****  298                20202Quantity           Total           Quarter
****  $4,246.00          20202Revenue            Total           Quarter
****  4          20203SeptCount          Total           Month
****  214                20203SeptQuantity               Total           Month
****  $3,122.00          20203SeptRevenue                Total           Month
****  4          20203Count              Total           Quarter
****  214                20203Quantity           Total           Quarter
****  $3,122.00          20203Revenue            Total           Quarter
****  2          20204NovCount           Total           Month
****  134                20204NovQuantity                Total           Month
****  $2,010.00          20204NovRevenue                 Total           Month
****  2          20204DecCount           Total           Month
****  83                 20204DecQuantity                Total           Month
****  $1,245.00          20204DecRevenue                 Total           Month
****  4          20204Count              Total           Quarter
****  217                20204Quantity           Total           Quarter
****  $3,255.00          20204Revenue            Total           Quarter
****  16                 2020Count               Total           Year
****  993                2020Quantity            Total           Year
****  $14,239.00                 2020Revenue             Total           Year
****  16                 Count           GrandTotal              State
****  993                Quantity                GrandTotal              State
****  $14,239.00                 Revenue                 GrandTotal              State
**  US Total                             TotalHeader             Country
***  6           20201JanCount           Total           Month
***  228                 20201JanQuantity                Total           Month
***  $3,244.00           20201JanRevenue                 Total           Month
***  2           20201FebCount           Total           Month
***  125                 20201FebQuantity                Total           Month
***  $1,625.00           20201FebRevenue                 Total           Month
***  8           20201Count              Total           Quarter
***  353                 20201Quantity           Total           Quarter
***  $4,869.00           20201Revenue            Total           Quarter
***  8           20202AprCount           Total           Month
***  394                 20202AprQuantity                Total           Month
***  $5,592.00           20202AprRevenue                 Total           Month
***  8           20202Count              Total           Quarter
***  394                 20202Quantity           Total           Quarter
***  $5,592.00           20202Revenue            Total           Quarter
***  8           20203SeptCount          Total           Month
***  369                 20203SeptQuantity               Total           Month
***  $5,263.00           20203SeptRevenue                Total           Month
***  8           20203Count              Total           Quarter
***  369                 20203Quantity           Total           Quarter
***  $5,263.00           20203Revenue            Total           Quarter
***  4           20204NovCount           Total           Month
***  217                 20204NovQuantity                Total           Month
***  $3,251.00           20204NovRevenue                 Total           Month
***  4           20204DecCount           Total           Month
***  171                 20204DecQuantity                Total           Month
***  $2,565.00           20204DecRevenue                 Total           Month
***  8           20204Count              Total           Quarter
***  388                 20204Quantity           Total           Quarter
***  $5,816.00           20204Revenue            Total           Quarter
***  32          2020Count               Total           Year
***  1,504               2020Quantity            Total           Year
***  $21,540.00          2020Revenue             Total           Year
***  32          Count           GrandTotal              Country
***  1,504               Quantity                GrandTotal              Country
***  $21,540.00          Revenue                 GrandTotal              Country
*  Coffee Mug Total                              TotalHeader             Product Name
**  12           20201JanCount           Total           Month
**  417          20201JanQuantity                Total           Month
**  $5,831.00            20201JanRevenue                 Total           Month
**  4            20201FebCount           Total           Month
**  164          20201FebQuantity                Total           Month
**  $2,210.00            20201FebRevenue                 Total           Month
**  16           20201Count              Total           Quarter
**  581          20201Quantity           Total           Quarter
**  $8,041.00            20201Revenue            Total           Quarter
**  16           20202AprCount           Total           Month
**  682          20202AprQuantity                Total           Month
**  $9,496.00            20202AprRevenue                 Total           Month
**  16           20202Count              Total           Quarter
**  682          20202Quantity           Total           Quarter
**  $9,496.00            20202Revenue            Total           Quarter
**  16           20203SeptCount          Total           Month
**  701          20203SeptQuantity               Total           Month
**  $10,057.00           20203SeptRevenue                Total           Month
**  16           20203Count              Total           Quarter
**  701          20203Quantity           Total           Quarter
**  $10,057.00           20203Revenue            Total           Quarter
**  8            20204NovCount           Total           Month
**  433          20204NovQuantity                Total           Month
**  $6,179.00            20204NovRevenue                 Total           Month
**  8            20204DecCount           Total           Month
**  435          20204DecQuantity                Total           Month
**  $6,385.00            20204DecRevenue                 Total           Month
**  16           20204Count              Total           Quarter
**  868          20204Quantity           Total           Quarter
**  $12,564.00           20204Revenue            Total           Quarter
**  64           2020Count               Total           Year
**  2,832                2020Quantity            Total           Year
**  $40,158.00           2020Revenue             Total           Year
**  64           Count           GrandTotal              Product Name
**  2,832                Quantity                GrandTotal              Product Name
**  $40,158.00           Revenue                 GrandTotal              Product Name
*  KVM Switch                            GroupHeader             Product Name
**  Canada                               GroupHeader             Country
***  BC                          GroupHeader             State
****  Prince George                              GroupHeader             City
*****  2                 20201JanCount           Measure                 Month
*****  35                20201JanQuantity                Measure                 Month
*****  $523.00           20201JanRevenue                 Measure                 Month
*****  2                 20201Count              Total           Quarter
*****  35                20201Quantity           Total           Quarter
*****  $523.00           20201Revenue            Total           Quarter
*****  1                 20202AprCount           Measure                 Month
*****  36                20202AprQuantity                Measure                 Month
*****  $540.00           20202AprRevenue                 Measure                 Month
*****  1                 20202MayCount           Measure                 Month
*****  9                 20202MayQuantity                Measure                 Month
*****  $135.00           20202MayRevenue                 Measure                 Month
*****  2                 20202Count              Total           Quarter
*****  45                20202Quantity           Total           Quarter
*****  $675.00           20202Revenue            Total           Quarter
*****  2                 20203SeptCount          Measure                 Month
*****  133               20203SeptQuantity               Measure                 Month
*****  $1,891.00                 20203SeptRevenue                Measure                 Month
*****  2                 20203Count              Total           Quarter
*****  133               20203Quantity           Total           Quarter
*****  $1,891.00                 20203Revenue            Total           Quarter
*****  1                 20204NovCount           Measure                 Month
*****  60                20204NovQuantity                Measure                 Month
*****  $900.00           20204NovRevenue                 Measure                 Month
*****  1                 20204DecCount           Measure                 Month
*****  88                20204DecQuantity                Measure                 Month
*****  $1,144.00                 20204DecRevenue                 Measure                 Month
*****  2                 20204Count              Total           Quarter
*****  148               20204Quantity           Total           Quarter
*****  $2,044.00                 20204Revenue            Total           Quarter
*****  8                 2020Count               Total           Year
*****  361               2020Quantity            Total           Year
*****  $5,133.00                 2020Revenue             Total           Year
*****  8                 Count           GrandTotal              City
*****  361               Quantity                GrandTotal              City
*****  $5,133.00                 Revenue                 GrandTotal              City
****  Vancouver                          GroupHeader             City
*****  2                 20201JanCount           Measure                 Month
*****  57                20201JanQuantity                Measure                 Month
*****  $771.00           20201JanRevenue                 Measure                 Month
*****  2                 20201Count              Total           Quarter
*****  57                20201Quantity           Total           Quarter
*****  $771.00           20201Revenue            Total           Quarter
*****  2                 20202AprCount           Measure                 Month
*****  165               20202AprQuantity                Measure                 Month
*****  $2,335.00                 20202AprRevenue                 Measure                 Month
*****  2                 20202Count              Total           Quarter
*****  165               20202Quantity           Total           Quarter
*****  $2,335.00                 20202Revenue            Total           Quarter
*****  2                 20203SeptCount          Measure                 Month
*****  188               20203SeptQuantity               Measure                 Month
*****  $2,630.00                 20203SeptRevenue                Measure                 Month
*****  2                 20203Count              Total           Quarter
*****  188               20203Quantity           Total           Quarter
*****  $2,630.00                 20203Revenue            Total           Quarter
*****  1                 20204NovCount           Measure                 Month
*****  5                 20204NovQuantity                Measure                 Month
*****  $65.00            20204NovRevenue                 Measure                 Month
*****  1                 20204DecCount           Measure                 Month
*****  96                20204DecQuantity                Measure                 Month
*****  $1,440.00                 20204DecRevenue                 Measure                 Month
*****  2                 20204Count              Total           Quarter
*****  101               20204Quantity           Total           Quarter
*****  $1,505.00                 20204Revenue            Total           Quarter
*****  8                 2020Count               Total           Year
*****  511               2020Quantity            Total           Year
*****  $7,241.00                 2020Revenue             Total           Year
*****  8                 Count           GrandTotal              City
*****  511               Quantity                GrandTotal              City
*****  $7,241.00                 Revenue                 GrandTotal              City
***  BC Total                            TotalHeader             State
****  4          20201JanCount           Total           Month
****  92                 20201JanQuantity                Total           Month
****  $1,294.00          20201JanRevenue                 Total           Month
****  4          20201Count              Total           Quarter
****  92                 20201Quantity           Total           Quarter
****  $1,294.00          20201Revenue            Total           Quarter
****  3          20202AprCount           Total           Month
****  201                20202AprQuantity                Total           Month
****  $2,875.00          20202AprRevenue                 Total           Month
****  1          20202MayCount           Total           Month
****  9          20202MayQuantity                Total           Month
****  $135.00            20202MayRevenue                 Total           Month
****  4          20202Count              Total           Quarter
****  210                20202Quantity           Total           Quarter
****  $3,010.00          20202Revenue            Total           Quarter
****  4          20203SeptCount          Total           Month
****  321                20203SeptQuantity               Total           Month
****  $4,521.00          20203SeptRevenue                Total           Month
****  4          20203Count              Total           Quarter
****  321                20203Quantity           Total           Quarter
****  $4,521.00          20203Revenue            Total           Quarter
****  2          20204NovCount           Total           Month
****  65                 20204NovQuantity                Total           Month
****  $965.00            20204NovRevenue                 Total           Month
****  2          20204DecCount           Total           Month
****  184                20204DecQuantity                Total           Month
****  $2,584.00          20204DecRevenue                 Total           Month
****  4          20204Count              Total           Quarter
****  249                20204Quantity           Total           Quarter
****  $3,549.00          20204Revenue            Total           Quarter
****  16                 2020Count               Total           Year
****  872                2020Quantity            Total           Year
****  $12,374.00                 2020Revenue             Total           Year
